Track,Title,Date,Start Time,End Time,Location,Description,People ID's,
Youth Room,13x13 Tournament,7/23/2018,2:00 PM,3:00 PM,Chesapeake C,Quick games played on a 13x13 board.,,
Youth Room,Youth Adult Pair Go,7/24/2018,1:30 PM,5:30 PM,Chesapeake C,"Standard International Pair Go rules. 2 rounds at 4 team tables. 1 youth, 1 adult and 1 male the other female. Complaining about your partner’s play is strictly prohibited.",,
Youth Room,13x13 Team Rengo Match,7/26/2018,1:00 PM,3:00 PM,Chesapeake C,,,
Youth Room,"Pro Game Reviews and Lessons, Stephanie Yin (1P)",7/26/2018,3:00 PM,4:50 PM,Chesapeake C,"Game reviews are group events targeted at specific skill groups, in which a professional will go over the major good and bad points of your game as you play it out on a demo board. ",1002,Stephanie Yin (1P)
Youth Room,Pro Simuls and Lessons,7/26/2018,3:30 PM,5:30 PM,Chesapeake C,,,
Youth Room,Team Tournament,7/27/2018,1:30 PM,5:30 PM,Chesapeake C,"Teams of three people will have 30 minutes per player, with 3 periods of 20 seconds byo-yomi. Prizes will be given to the best dan level and the best kyu level teams.",,
Youth Room,Self  Paired Youth Games,7/28/2018,1:00 PM,3:00 PM,Chesapeake C,,,
Youth Room,Pizza!,7/28/2018,3:00 PM,6:00 PM,Chesapeake C,,,
Youth Room,Pro Simuls and Lessons,7/28/2018,1:00 PM,3:00 PM,Chesapeake C,,,
Youth Room,"Youth Room, Pro Game Reviews and Lessons, Song, Zirui (Tim) (1P)",7/28/2018,1:00 PM,2:50 PM,Chesapeake C,,1017,"Song, Zirui (Tim) (1P)"
Youth Room,"Youth Room, Pro Game Reviews and Lessons, Song, HyeRyung (2P)",7/22/2018,1:00 PM,2:50 PM,Chesapeake C,,1015,"Song, HyeRyung (2P)"
Teacher's Workshop,"Greetings and Teaching Absolute Beginners, Chris Kirschner, Ted Terpstra",7/22/2018,1:00 PM,2:50 PM,Classroom B,,"2231,2020","Chris Kirschner, Ted Terpstra"
Teacher's Workshop,"Teaching One on One -- the Teaching Game, Chris Kirschner",7/24/2018,1:00 PM,2:50 PM,Classroom B,,2231,Chris Kirschner
Teacher's Workshop,"Why start a Go school, Stephanie Yin (1P)",7/23/2018,1:00 PM,2:50 PM,Classroom B,,1002,Stephanie Yin (1P)
Teacher's Workshop,"Motivating youth Go players, Stephanie Yin (1P)",7/23/2018,1:00 PM,2:50 PM,Classroom B,,1002,Stephanie Yin (1P)
Teacher's Workshop,"How to make a good game commentary?, In-seong Hwang",7/22/2018,3:00 PM,4:50 PM,Classroom B,,2027,In-seong Hwang
Teacher's Workshop,"How to organize a Go school in China, Li Hai (5P) ",7/26/2018,1:00 PM,2:50 PM,Classroom B,,1013,
Teacher's Workshop,"How to teach Go in College, Pete Schumer",7/26/2018,3:00 PM,4:50 PM,Classroom B,,2001,Pete Schumer
Teacher's Workshop,"Go and Higher Education: Introducing Go in the Honors Program at a Liberal Arts College, Ze-Li Dou",7/27/2018,1:00 PM,2:50 PM,Classroom B,,2242,Ze-Li Dou
Teacher's Workshop,"Workshop wrapup and Certificates, Ted Terpstra",7/28/2018,2:00 PM,2:50 PM,Classroom B,,2020,Ted Terpstra
Teacher's Workshop,"How I Started Teaching Go (AGF Teacher of the Year talk), Ted Terpstra",7/28/2018,1:00 PM,1:50 PM,Classroom B,,2020,Ted Terpstra
Tournament Director's Workshop,"Running your first Tournament, Chris Kirschner, Terry Benson",7/23/2018,3:00 PM,4:50 PM,Classroom B,"DAY 1: Running Your First Tournament - The Basics (Chris)

This session will cover all the basics of running a tournament, including…
• Planning: Time limits, rounds, type of pairing, rules, membership requirements, entry fee, prizes, tie break system
• Publicity: E-Journal, AGA Event Calendar
• Registration
• Pairing: Swiss, Swiss McMahon, round robin, knockouts
• Reporting: AGA ratings database, E-Journal

DAY 1: Running Your First Tournament - Rules (Terry)

This session will cover rules in more depth.","2231,2016","Chris Kirschner, Terry Benson"
Tournament Director's Workshop,"Tournament management programs, Mark Rubinstein, Ted Terpstra, Gurujeet Khalsa",7/24/2018,3:00 PM,4:50 PM,Classroom B,"Learn about programs that can help you set up, pair, and report on tournaments.  Covers OpenGotha (Gurujeet), GoClubsOnline (Ted), and an as yet unnamed program developed by Mark.","2019,2020,2004","Mark Rubinstein, Ted Terpstra, Gurujeet Khalsa"
Tournament Director's Workshop,"Fine points of running a tournament, Chris Kirschner, Lisa Scott",7/27/2018,3:00 PM,4:50 PM,Classroom B,"Chris and Lisa will go over regulations, code of conduct, registration management,  and conflict management.","2231,2023","Chris Kirschner, Lisa Scott"
Meetings,Lifetime Members Lunch (by invitation),7/22/2018,12:00 PM,2:50 PM,Location in invitation,,2018,Andy Okun
Meetings,State Championship Info Session,7/23/2018,1:00 PM,2:30 PM,Colony,,"2231,2209","Chris Kirschner, Paul Ohmart"
Meetings,AGA Volunteer Meet & Greet,7/23/2018,4:00 PM,4:50 PM,Colony,,2023,Lisa Scott
Meetings,Public Code of Conduct Training (Everyone welcome),7/24/2018,3:00 PM,3:50 PM,Colony,,"2023,2231","Lisa Scott, Chris Kirschner"
Meetings,Strong Players Meeting (by invitation),7/23/2018,2:30 PM,3:50 PM,Colony,,2018,Andy Okun
Meetings,Code of Conduct Training: Bystander Communication and Conflict Resolution (All interested AGA/AGF volunteers welcome),7/24/2018,1:00 PM,2:50 PM,Colony,"Session conducted by Lisa Maxwell, NCRC Director of Training
",,
Meetings,Code of Conduct Committee (by invitation),7/24/2018,4:00 PM,4:50 PM,Location TBD,,,
Meetings,KGS User Meeting,7/24/2018,4:00 PM,4:50 PM,Colony,,"2141,2008,2016","Lee Schumacher, Paul Barchilon, and Terry Benson"
Meetings,Pro Dinner (by invitation),7/25/2018,6:00 PM,9:00 PM,Location in invitation,,"2003,2006","Diego Pierrottet, Nate Eagle"
Meetings,Future Congresses Meeting,7/26/2018,1:00 PM,2:50 PM,Colony,,2023,Lisa Scott
Meetings,AGF Board Meeting,7/26/2018,3:00 PM,4:50 PM,Colony,,2016,Terry Benson
Meetings,AGA Pro Meeting (by invitation),7/26/2018,5:00 PM,5:50 PM,Dining Area,,2018,Andy Okun
Meetings,American (and AGA) Pro Meeting (by invitation),7/27/2018,3:00 PM,4:50 PM,Colony,,2018,Andy Okun
Meetings,AGA Board Meeting,7/27/2018,1:00 PM,2:50 PM,Colony,,2107,Martin Lebl
Meetings,End of Congress Meet and Greet.,7/28/2018,1:00 PM,1:50 PM,Colony,,2023,Lisa Scott
Meetings,General Assembly Meeting,7/28/2018,2:00 PM,3:50 PM,Colony,,2018,Andy Okun
E-Journal,"Review US Open Masters Games, Mingjiu Jiang (7P)",7/23/2018,10:00 AM,11:50 AM,KGS,,1009,Mingjiu Jiang (7P)
E-Journal,"Review US Open Masters Games, Mingjiu Jiang (7P)",7/27/2018,10:00 AM,11:50 AM,KGS,,1009,Mingjiu Jiang (7P)
E-Journal,"Review US Open Masters Games, Yilun Yang (7P)",7/22/2018,7:00 PM,8:50 PM,KGS,,1001,Yilun Yang (7P)
E-Journal,"Review US Open Masters Games, Yilun Yang (7P)",7/24/2018,10:00 AM,11:50 AM,KGS,,1001,Yilun Yang (7P)
E-Journal,"Review US Open Masters Games, Yilun Yang (7P)",7/28/2018,10:00 AM,11:50 AM,KGS,,1001,Yilun Yang (7P)
E-Journal,"Review US Open Masters Games, Mingjiu Jiang (7P)",7/27/2018,7:00 PM,8:50 PM,KGS,,1001,Mingjiu Jiang (7P)
Broadcast,"Live Pandanet City League Finals Commentary, Eodeokdung Lee (2P)",7/21/2018,3:00 PM,4:50 PM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1014,Eodeokdung Lee (2P)
Broadcast,"Live Redmond Cup Commentary, Eric Lui (1P)",7/22/2018,3:00 PM,4:50 PM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1004,Eric Lui (1P)
Broadcast,"Live Redmond Cup Commentary, Song, Zirui (Tim) (1P)",7/23/2018,3:00 PM,4:50 PM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1017,"Song, Zirui (Tim) (1P)"
Broadcast,"Live US Open Masters Commentary, Eodeokdung Lee (2P)",7/27/2018,10:00 AM,11:50 AM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1014,Eodeokdung Lee (2P)
Broadcast,"Live US Open Masters Commentary, Mingjiu Jiang (7P)",7/24/2018,10:00 AM,11:50 AM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1009,Mingjiu Jiang (7P)
Broadcast,"Live Pair Go Commentary, Ryo Maeda (6P)",7/26/2018,7:00 PM,8:50 PM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1011,Ryo Maeda (6P)
Broadcast,"Live US Open Masters Commentary, Mingjiu Jiang (7P)",7/28/2018,10:00 AM,11:50 AM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1009,Mingjiu Jiang (7P)
Broadcast,"Live US Open Masters Commentary, Yilun Yang (7P)",7/23/2018,7:00 PM,8:50 PM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1001,Yilun Yang (7P)
Broadcast,"Live US Open Masters Commentary, Yilun Yang (7P)",7/26/2018,10:00 AM,11:50 AM,https://www.youtube.com/user/USGOWeb,Live broadcast and commentary,1001,Yilun Yang (7P)
Broadcast,"Live US Open Masters Commentary, Kim, Yoonyoung (4P)",7/22/2018,10:00 AM,11:50 AM,https://www.youtube.com/user/USGOWeb,,1003,"Kim, Yoonyoung (4P)"
Broadcast,"Live US Open Masters Commentary, Kim, Yoonyoung (4P)",7/27/2018,7:00 PM,8:50 PM,https://www.youtube.com/user/USGOWeb,,1003,"Kim, Yoonyoung (4P)"
Meals,Breakfast,7/22/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/23/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/24/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/25/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/26/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/27/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/28/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Breakfast,7/29/2018,7:00 AM,8:30 AM,Sadler Center,,,
Meals,Lunch,7/21/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/22/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/23/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/24/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/25/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/26/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/27/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Lunch,7/28/2018,11:30 AM,2:00 PM,Sadler Center,,,
Meals,Dinner,7/21/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/22/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/23/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/24/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/25/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/26/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/27/2018,5:00 PM,7:00 PM,Sadler Center,,,
Meals,Dinner,7/28/2018,5:00 PM,7:00 PM,Sadler Center,,,
